protein,ligand,confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm,affinity_pred_value,affinity_probability_binary,affinity_pred_value1,affinity_probability_binary1,affinity_pred_value2,affinity_probability_binary2,micromolar_affinity_pred_value
I3L3R5,CER_d18_0_16_0_C16,0.4399852454662323,0.42430803179740906,0.5323063135147095,0.5323063135147095,0.0,0.4169049561023712,0.31655919551849365,2.598977565765381,6.396035194396973,"{'0': 0.411139577627182, '1': 0.6540130376815796}","{'0': {'0': 0.411139577627182, '1': 0.1449790894985199}, '1': {'0': 0.5323063135147095, '1': 0.6540130376815796}}",1.1019684076309204,0.6678959727287292,0.9439216256141663,0.8080103397369385,1.2600152492523193,0.52778160572052,12.646443486871576
M5A8F1,CER_d18_0_16_0_C16,0.6540743708610535,0.8123661279678345,0.7758806943893433,0.7758806943893433,0.0,0.6236228346824646,0.3443973660469055,0.5825594663619995,1.8298022747039795,"{'0': 0.8406662940979004, '1': 0.7497727870941162}","{'0': {'0': 0.8406662940979004, '1': 0.2771754860877991}, '1': {'0': 0.7758806943893433, '1': 0.7497727870941162}}",0.9760564565658569,0.5629755258560181,0.619181215763092,0.596443235874176,1.3329317569732666,0.5295078754425049,9.463601764518062
O00159,CER_d18_0_16_0_C16,0.8334121704101562,0.6561517715454102,0.7285789251327515,0.7285789251327515,0.0,0.8596205115318298,0.7475578188896179,0.9301867485046387,6.318822383880615,"{'0': 0.6543290019035339, '1': 0.7518049478530884}","{'0': {'0': 0.6543290019035339, '1': 0.2709079682826996}, '1': {'0': 0.7285789251327515, '1': 0.7518049478530884}}",0.45053818821907043,0.2942819595336914,-0.047121427953243256,0.16106006503105164,0.9481977820396423,0.4275038242340088,2.821877704470956
O00217,CER_d18_0_16_0_C16,0.6792178750038147,0.5946282148361206,0.30844616889953613,0.30844616889953613,0.0,0.7719107866287231,0.47960102558135986,1.0108217000961304,9.324552536010742,"{'0': 0.6775118112564087, '1': 0.6372754573822021}","{'0': {'0': 0.6775118112564087, '1': 0.07888036221265793}, '1': {'0': 0.30844616889953613, '1': 0.6372754573822021}}",0.9574782848358154,0.4481661915779114,-0.09258130937814713,0.4856184422969818,2.007537841796875,0.41071397066116333,9.067306260002974
O00257,CER_d18_0_16_0_C16,0.3832446038722992,0.2751632630825043,0.6079505085945129,0.6079505085945129,0.0,0.32706812024116516,0.26935264468193054,5.015923023223877,8.460871696472168,"{'0': 0.25258123874664307, '1': 0.7274946570396423}","{'0': {'0': 0.25258123874664307, '1': 0.16183719038963318}, '1': {'0': 0.6079505085945129, '1': 0.7274946570396423}}",1.0806689262390137,0.608397901058197,1.0588949918746948,0.7480827569961548,1.102442741394043,0.46871304512023926,12.041176607963695
O00264,CER_d18_0_16_0_C16,0.6659397482872009,0.663652241230011,0.5235492587089539,0.5235492587089539,0.0,0.7015373110771179,0.5393146276473999,1.361565113067627,7.152379512786865,"{'0': 0.6920853853225708, '1': 0.6173227429389954}","{'0': {'0': 0.6920853853225708, '1': 0.16345103085041046}, '1': {'0': 0.5235492587089539, '1': 0.6173227429389954}}",1.6534087657928467,0.5150082111358643,1.6325644254684448,0.5156962871551514,1.674253225326538,0.5143201947212219,45.02033950888217
O00270,CER_d18_0_16_0_C16,0.7569908499717712,0.9201061725616455,0.8204811811447144,0.8204811811447144,0.0,0.7411182522773743,0.40057137608528137,0.6673785448074341,2.265416145324707,"{'0': 0.9338206648826599, '1': 0.7527253031730652}","{'0': {'0': 0.9338206648826599, '1': 0.2917119860649109}, '1': {'0': 0.8204811811447144, '1': 0.7527253031730652}}",1.1536478996276855,0.3789316415786743,0.790044903755188,0.45149609446525574,1.5172510147094727,0.3063672184944153,14.244522633785616
O00295,CER_d18_0_16_0_C16,0.5354489684104919,0.5977148413658142,0.45743465423583984,0.45743465423583984,0.0,0.5549525618553162,0.3366169035434723,3.030916452407837,12.043578147888184,"{'0': 0.6086696982383728, '1': 0.716156542301178}","{'0': {'0': 0.6086696982383728, '1': 0.13981974124908447}, '1': {'0': 0.45743465423583984, '1': 0.716156542301178}}",1.017549753189087,0.456389456987381,0.6013665199279785,0.5703856348991394,1.4337328672409058,0.34239327907562256,10.41237385936582
O00305,CER_d18_0_16_0_C16,0.5470117926597595,0.6417884826660156,0.43301159143447876,0.43301159143447876,0.0,0.5755118727684021,0.389208048582077,2.676121711730957,10.38904857635498,"{'0': 0.6584022045135498, '1': 0.6795353293418884}","{'0': {'0': 0.6584022045135498, '1': 0.1377057582139969}, '1': {'0': 0.43301159143447876, '1': 0.6795353293418884}}",0.5850134491920471,0.19369788467884064,0.08751105517148972,0.008937882259488106,1.082515835762024,0.3784578740596771,3.846036922331243
O00311,CER_d18_0_16_0_C16,0.6025227904319763,0.6723725199699402,0.6521230340003967,0.6521230340003967,0.0,0.5901226997375488,0.4451106786727905,2.8023197650909424,8.880850791931152,"{'0': 0.6737130284309387, '1': 0.7238231301307678}","{'0': {'0': 0.6737130284309387, '1': 0.20872478187084198}, '1': {'0': 0.6521230340003967, '1': 0.7238231301307678}}",0.9576987624168396,0.2421312928199768,0.6922736167907715,0.12028670310974121,1.2231239080429077,0.3639758825302124,9.071910613429832
O00470,CER_d18_0_16_0_C16,0.49675866961479187,0.6748350858688354,0.7783148288726807,0.7783148288726807,0.0,0.42636963725090027,0.3047640025615692,2.078645706176758,4.934163570404053,"{'0': 0.6674054265022278, '1': 0.7690161466598511}","{'0': {'0': 0.6674054265022278, '1': 0.2990140914916992}, '1': {'0': 0.7783148288726807, '1': 0.7690161466598511}}",1.0032355785369873,0.4367032051086426,0.6413198709487915,0.4379943609237671,1.365151286125183,0.4354120194911957,10.074780166581242
O00472,CER_d18_0_16_0_C16,0.5498768091201782,0.31275832653045654,0.7454525232315063,0.7454525232315063,0.0,0.5009828805923462,0.44053980708122253,3.841217041015625,7.0843424797058105,"{'0': 0.2884325087070465, '1': 0.727554202079773}","{'0': {'0': 0.2884325087070465, '1': 0.1600412279367447}, '1': {'0': 0.7454525232315063, '1': 0.727554202079773}}",0.9579745531082153,0.6108986735343933,0.9151326417922974,0.7106162309646606,1.0008164644241333,0.511181116104126,9.077673392329281
O00479,CER_d18_0_16_0_C16,0.4362665116786957,0.5807992815971375,0.39437657594680786,0.39437657594680786,0.0,0.4467390179634094,0.30822640657424927,1.4609401226043701,6.864338397979736,"{'0': 0.6657744646072388, '1': 0.5568484663963318}","{'0': {'0': 0.6657744646072388, '1': 0.21351784467697144}, '1': {'0': 0.39437657594680786, '1': 0.5568484663963318}}",0.8204526901245117,0.4648573100566864,1.5293711423873901,0.3536798357963562,0.11153429746627808,0.5760347843170166,6.613824858492697
O00501,CER_d18_0_16_0_C16,0.7373029589653015,0.8072723150253296,0.7106894254684448,0.7106894254684448,0.0,0.7439563274383545,0.4305969476699829,0.8499265909194946,2.723778486251831,"{'0': 0.8248201012611389, '1': 0.6390703916549683}","{'0': {'0': 0.8248201012611389, '1': 0.16956529021263123}, '1': {'0': 0.7106894254684448, '1': 0.6390703916549683}}",1.7505241632461548,0.43087977170944214,2.2584309577941895,0.44150930643081665,1.2426173686981201,0.4202502369880676,56.30204418149746
O00567,CER_d18_0_16_0_C16,0.6187847852706909,0.5181773900985718,0.45014533400535583,0.45014533400535583,0.0,0.6609446406364441,0.4098474383354187,2.2787411212921143,11.90395450592041,"{'0': 0.5238486528396606, '1': 0.7118008732795715}","{'0': {'0': 0.5238486528396606, '1': 0.13049593567848206}, '1': {'0': 0.45014533400535583, '1': 0.7118008732795715}}",1.1302218437194824,0.2961065173149109,0.9723408222198486,0.2967652976512909,1.2881029844284058,0.2954477071762085,13.496521277965597
O14514,CER_d18_0_16_0_C16,0.5928962826728821,0.3709821403026581,0.5568498969078064,0.5568498969078064,0.0,0.6019078493118286,0.5387786626815796,2.561718463897705,11.705816268920898,"{'0': 0.37357115745544434, '1': 0.7748405933380127}","{'0': {'0': 0.37357115745544434, '1': 0.18079915642738342}, '1': {'0': 0.5568498969078064, '1': 0.7748405933380127}}",1.237001657485962,0.31773024797439575,1.116899013519287,0.2507251501083374,1.3571044206619263,0.3847353160381317,17.258444786673465
O14595,CER_d18_0_16_0_C16,0.7364071011543274,0.8316693902015686,0.7646722197532654,0.7646722197532654,0.0,0.7293407917022705,0.5090885162353516,1.1310468912124634,4.209903240203857,"{'0': 0.8431302905082703, '1': 0.720180869102478}","{'0': {'0': 0.8431302905082703, '1': 0.36528900265693665}, '1': {'0': 0.7646722197532654, '1': 0.720180869102478}}",0.801893413066864,0.2990654706954956,0.43450161814689636,0.26862287521362305,1.1692851781845093,0.3295080363750458,6.3371416256524995
O14641,CER_d18_0_16_0_C16,0.3806937336921692,0.24729393422603607,0.2541181445121765,0.2541181445121765,0.0,0.41233760118484497,0.3044899106025696,5.46301794052124,14.802145957946777,"{'0': 0.24831797182559967, '1': 0.7160722613334656}","{'0': {'0': 0.24831797182559967, '1': 0.11936476081609726}, '1': {'0': 0.2541181445121765, '1': 0.7160722613334656}}",1.045461654663086,0.3422095775604248,0.7464547753334045,0.2426660805940628,1.344468593597412,0.4417530596256256,11.103544940307279
O14668,CER_d18_0_16_0_C16,0.5740115642547607,0.6305608153343201,0.8622102737426758,0.8622102737426758,0.0,0.501961886882782,0.3092796504497528,0.7608215808868408,2.044074296951294,"{'0': 0.610017716884613, '1': 0.760040283203125}","{'0': {'0': 0.610017716884613, '1': 0.22527466714382172}, '1': {'0': 0.8622102737426758, '1': 0.760040283203125}}",1.4653897285461426,0.5672339200973511,1.7667598724365234,0.45978739857673645,1.1640197038650513,0.6746804118156433,29.200462388659904
O14745,CER_d18_0_16_0_C16,0.6320847272872925,0.5168980360031128,0.59956955909729,0.59956955909729,0.0,0.6402134895324707,0.40158143639564514,2.0788424015045166,9.536495208740234,"{'0': 0.5186711549758911, '1': 0.6807682514190674}","{'0': {'0': 0.5186711549758911, '1': 0.14530351758003235}, '1': {'0': 0.59956955909729, '1': 0.6807682514190674}}",0.7875344753265381,0.38737818598747253,0.2949443459510803,0.32489606738090515,1.280124545097351,0.4498603045940399,6.1310445990501545
O14772,CER_d18_0_16_0_C16,0.8582679629325867,0.9114012718200684,0.8457551002502441,0.8457551002502441,0.0,0.8613962531089783,0.7577049136161804,0.8159369230270386,2.9584884643554688,"{'0': 0.916285514831543, '1': 0.7717351317405701}","{'0': {'0': 0.916285514831543, '1': 0.3875209093093872}, '1': {'0': 0.8457551002502441, '1': 0.7717351317405701}}",0.5999176502227783,0.3351266384124756,0.15292567014694214,0.27920007705688477,1.0469095706939697,0.391053169965744,3.980316896755298
O14788,CER_d18_0_16_0_C16,0.5538551211357117,0.5433586835861206,0.42961999773979187,0.42961999773979187,0.0,0.5849138498306274,0.43799489736557007,2.3355093002319336,9.08203125,"{'0': 0.5598660707473755, '1': 0.6433818340301514}","{'0': {'0': 0.5598660707473755, '1': 0.16398218274116516}, '1': {'0': 0.42961999773979187, '1': 0.6433818340301514}}",1.0020411014556885,0.5681617259979248,0.7410213351249695,0.6711980700492859,1.2630609273910522,0.4651253819465637,10.047108712132454
O14802,CER_d18_0_16_0_C16,0.7191570401191711,0.8674085736274719,0.33927851915359497,0.33927851915359497,0.0,0.8141266703605652,0.6076903939247131,0.7886070609092712,15.261774063110352,"{'0': 0.8820173740386963, '1': 0.7685219049453735}","{'0': {'0': 0.8820173740386963, '1': 0.17238755524158478}, '1': {'0': 0.33927851915359497, '1': 0.7685219049453735}}",1.5529460906982422,0.20808099210262299,1.4627175331115723,0.08953526616096497,1.643174648284912,0.326626718044281,35.722849235732596
O14879,CER_d18_0_16_0_C16,0.682481586933136,0.601386547088623,0.5966370701789856,0.5966370701789856,0.0,0.7039427161216736,0.46069860458374023,1.5740078687667847,7.435958385467529,"{'0': 0.6349221467971802, '1': 0.6995254158973694}","{'0': {'0': 0.6349221467971802, '1': 0.12574101984500885}, '1': {'0': 0.5966370701789856, '1': 0.6995254158973694}}",0.9444805383682251,0.6247052550315857,0.5097107291221619,0.7244510054588318,1.379250407218933,0.5249595046043396,8.79995676381866
O14894,CER_d18_0_16_0_C16,0.7973162531852722,0.8920079469680786,0.6969026327133179,0.6969026327133179,0.0,0.8224197030067444,0.533613383769989,0.7518956661224365,3.468083620071411,"{'0': 0.9357627630233765, '1': 0.7096055746078491}","{'0': {'0': 0.9357627630233765, '1': 0.25225988030433655}, '1': {'0': 0.6969026327133179, '1': 0.7096055746078491}}",0.8899713754653931,0.4132031202316284,0.564633309841156,0.468513160943985,1.2153093814849854,0.35789304971694946,7.76195955536069
O14936,CER_d18_0_16_0_C16,0.6914222240447998,0.5564625859260559,0.6216422915458679,0.6216422915458679,0.0,0.7088671922683716,0.4946720600128174,1.8494313955307007,8.59194278717041,"{'0': 0.55494624376297, '1': 0.7577279210090637}","{'0': {'0': 0.55494624376297, '1': 0.16356198489665985}, '1': {'0': 0.6216422915458679, '1': 0.7577279210090637}}",1.0696768760681152,0.6217797994613647,0.68992018699646,0.6915596127510071,1.4494335651397705,0.5519999861717224,11.740237323621601
O14975,CER_d18_0_16_0_C16,0.8753895163536072,0.8688161373138428,0.8138647079467773,0.8138647079467773,0.0,0.8907706141471863,0.760692834854126,0.8272368907928467,4.805563449859619,"{'0': 0.8737223744392395, '1': 0.8117778897285461}","{'0': {'0': 0.8737223744392395, '1': 0.39684054255485535}, '1': {'0': 0.8138647079467773, '1': 0.8117778897285461}}",0.9247424602508545,0.2902730107307434,0.7430617213249207,0.2529859244823456,1.106423258781433,0.32756006717681885,8.408963361911212
O15021,CER_d18_0_16_0_C16,0.39431798458099365,0.3832375705242157,0.4185567796230316,0.4185567796230316,0.0,0.38825827836990356,0.33483949303627014,5.369322299957275,18.38262367248535,"{'0': 0.38400575518608093, '1': 0.7947535514831543}","{'0': {'0': 0.38400575518608093, '1': 0.21104244887828827}, '1': {'0': 0.4185567796230316, '1': 0.7947535514831543}}",0.9726943969726562,0.6277740001678467,0.6939800977706909,0.6700773239135742,1.2514086961746216,0.5854707360267639,9.390622815107342
O15042,CER_d18_0_16_0_C16,0.47851601243019104,0.30628859996795654,0.3858763873577118,0.3858763873577118,0.0,0.5016759037971497,0.3917769193649292,4.265842437744141,16.171993255615234,"{'0': 0.31157565116882324, '1': 0.7668454051017761}","{'0': {'0': 0.31157565116882324, '1': 0.15524402260780334}, '1': {'0': 0.3858763873577118, '1': 0.7668454051017761}}",1.2437933683395386,0.3697575330734253,1.1849932670593262,0.2955811619758606,1.302593469619751,0.4439338743686676,17.530462268168822
O15050,CER_d18_0_16_0_C16,0.6486231684684753,0.4798513948917389,0.40474408864974976,0.40474408864974976,0.0,0.709592878818512,0.6071851253509521,1.1120134592056274,18.339635848999023,"{'0': 0.4815119504928589, '1': 0.8197394609451294}","{'0': {'0': 0.4815119504928589, '1': 0.21994207799434662}, '1': {'0': 0.40474408864974976, '1': 0.8197394609451294}}",0.74309241771698,0.4239020347595215,0.13845503330230713,0.3138743042945862,1.3477298021316528,0.5339297652244568,5.534678744591832
O15121,CER_d18_0_16_0_C16,0.9533036351203918,0.9636784791946411,0.9557004570960999,0.9557004570960999,0.0,0.9527044296264648,0.9139741659164429,0.3881785571575165,0.7031503319740295,"{'0': 0.9651602506637573, '1': 0.9044286012649536}","{'0': {'0': 0.9651602506637573, '1': 0.7695552706718445}, '1': {'0': 0.9557004570960999, '1': 0.9044286012649536}}",0.3662532866001129,0.4454827308654785,-0.5331601500511169,0.47877755761146545,1.2656667232513428,0.41218793392181396,2.32409184396109
O15218,CER_d18_0_16_0_C16,0.6691595911979675,0.8123594522476196,0.7713915109634399,0.7713915109634399,0.0,0.643601655960083,0.48842471837997437,1.3073209524154663,3.618257522583008,"{'0': 0.8170419931411743, '1': 0.7458067536354065}","{'0': {'0': 0.8170419931411743, '1': 0.28638237714767456}, '1': {'0': 0.7713915109634399, '1': 0.7458067536354065}}",1.385563850402832,0.3797883987426758,1.527435541152954,0.43885427713394165,1.2436920404434204,0.3207224905490875,24.297626418605695
O15225,CER_d18_0_16_0_C16,0.4312240779399872,0.7472422122955322,0.5926415324211121,0.5926415324211121,0.0,0.39086970686912537,0.27246466279029846,0.8204486966133118,1.7440816164016724,"{'0': 0.8651403188705444, '1': 0.5857680439949036}","{'0': {'0': 0.8651403188705444, '1': 0.32591813802719116}, '1': {'0': 0.5926415324211121, '1': 0.5857680439949036}}",0.7697625160217285,0.5133517980575562,0.878566563129425,0.4908323884010315,0.6609584093093872,0.535871148109436,5.885217477278305
O15260,CER_d18_0_16_0_C16,0.7560221552848816,0.9080544114112854,0.8037666082382202,0.8037666082382202,0.0,0.7440860271453857,0.5590865015983582,0.6123393177986145,2.310042381286621,"{'0': 0.92626953125, '1': 0.71638023853302}","{'0': {'0': 0.92626953125, '1': 0.2938199043273926}, '1': {'0': 0.8037666082382202, '1': 0.71638023853302}}",1.7523400783538818,0.33544421195983887,1.785936713218689,0.2981550097465515,1.7187435626983643,0.3727334141731262,56.53795272413102
O15287,CER_d18_0_16_0_C16,0.7636116147041321,0.8069862127304077,0.6669009327888489,0.6669009327888489,0.0,0.7877892851829529,0.5367904901504517,0.9219433665275574,6.949329376220703,"{'0': 0.8258702158927917, '1': 0.6991533041000366}","{'0': {'0': 0.8258702158927917, '1': 0.1697171926498413}, '1': {'0': 0.6669009327888489, '1': 0.6991533041000366}}",1.2417430877685547,0.4027726650238037,0.7902933359146118,0.3479683995246887,1.693192720413208,0.4575769305229187,17.44789695808587
O15321,CER_d18_0_16_0_C16,0.7759892344474792,0.8552337288856506,0.7633399963378906,0.7633399963378906,0.0,0.7791515588760376,0.6153127551078796,1.0138506889343262,4.939244747161865,"{'0': 0.8614919185638428, '1': 0.7190296649932861}","{'0': {'0': 0.8614919185638428, '1': 0.25879397988319397}, '1': {'0': 0.7633399963378906, '1': 0.7190296649932861}}",0.6944295167922974,0.35741621255874634,-0.07693804800510406,0.25477534532546997,1.4657970666885376,0.4600570797920227,4.947998015707722
O15350,CER_d18_0_16_0_C16,0.47311320900917053,0.391765296459198,0.4003330171108246,0.4003330171108246,0.0,0.4913082718849182,0.35970139503479004,3.9725661277770996,11.317469596862793,"{'0': 0.40472930669784546, '1': 0.7129553556442261}","{'0': {'0': 0.40472930669784546, '1': 0.1319650113582611}, '1': {'0': 0.4003330171108246, '1': 0.7129553556442261}}",1.1519572734832764,0.6000539660453796,0.9605252742767334,0.7264570593833923,1.3433892726898193,0.47365087270736694,14.189179196332178
O15355,CER_d18_0_16_0_C16,0.5513232350349426,0.6094763278961182,0.2793440818786621,0.2793440818786621,0.0,0.6193180084228516,0.4289243519306183,2.9710335731506348,14.050676345825195,"{'0': 0.6332515478134155, '1': 0.6382635235786438}","{'0': {'0': 0.6332515478134155, '1': 0.11749996989965439}, '1': {'0': 0.2793440818786621, '1': 0.6382635235786438}}",1.3112497329711914,0.3321911096572876,1.0272256135940552,0.25643226504325867,1.5952738523483276,0.40794992446899414,20.476217450880263
O15360,CER_d18_0_16_0_C16,0.6972042918205261,0.5899272561073303,0.3970482349395752,0.3970482349395752,0.0,0.7722432613372803,0.5868121981620789,1.2126054763793945,16.760271072387695,"{'0': 0.6001099348068237, '1': 0.7493584156036377}","{'0': {'0': 0.6001099348068237, '1': 0.15071305632591248}, '1': {'0': 0.3970482349395752, '1': 0.7493584156036377}}",1.5411760807037354,0.6249887943267822,1.3226855993270874,0.7270451188087463,1.7596664428710938,0.5229324698448181,34.76770953520242
O15428,CER_d18_0_16_0_C16,0.5847995281219482,0.9247395992279053,0.8764159679412842,0.8764159679412842,0.0,0.5118954181671143,0.33869877457618713,0.4389042556285858,0.7912777662277222,"{'0': 0.9484599828720093, '1': 0.8157293796539307}","{'0': {'0': 0.9484599828720093, '1': 0.6376590728759766}, '1': {'0': 0.8764159679412842, '1': 0.8157293796539307}}",1.3134963512420654,0.5099745988845825,1.8203372955322266,0.43175047636032104,0.8066553473472595,0.588198721408844,20.582415979969664
O15446,CER_d18_0_16_0_C16,0.4535367488861084,0.2944331169128418,0.7617504000663757,0.7617504000663757,0.0,0.37648332118988037,0.39249274134635925,5.157868385314941,7.509880542755127,"{'0': 0.2606292963027954, '1': 0.7368419170379639}","{'0': {'0': 0.2606292963027954, '1': 0.14351823925971985}, '1': {'0': 0.7617504000663757, '1': 0.7368419170379639}}",0.8395121097564697,0.5123785734176636,0.8688234686851501,0.5072240233421326,0.8102008104324341,0.5175331234931946,6.910541983151528
O15455,CER_d18_0_16_0_C16,0.7866721153259277,0.7124860286712646,0.44116830825805664,0.44116830825805664,0.0,0.8730480670928955,0.6123549342155457,0.7638641595840454,13.447898864746094,"{'0': 0.7327898144721985, '1': 0.7308741211891174}","{'0': {'0': 0.7327898144721985, '1': 0.1309843510389328}, '1': {'0': 0.44116830825805664, '1': 0.7308741211891174}}",1.2958934307098389,0.5014825463294983,1.2708498239517212,0.537965714931488,1.320937156677246,0.46499940752983093,19.76484581211169
O15499,CER_d18_0_16_0_C16,0.411989688873291,0.4251129627227783,0.20240940153598785,0.20240940153598785,0.0,0.4643847346305847,0.3155156373977661,2.4543819427490234,9.695597648620605,"{'0': 0.468271940946579, '1': 0.598980724811554}","{'0': {'0': 0.468271940946579, '1': 0.09098243713378906}, '1': {'0': 0.20240940153598785, '1': 0.598980724811554}}",1.391118049621582,0.5690359473228455,1.2382116317749023,0.7175022959709167,1.5440243482589722,0.42056962847709656,24.6103647044606
O15514,CER_d18_0_16_0_C16,0.79957115650177,0.903572678565979,0.8167738318443298,0.8167738318443298,0.0,0.7952704429626465,0.5867658257484436,0.5942317247390747,1.610748291015625,"{'0': 0.9283412098884583, '1': 0.7321751117706299}","{'0': {'0': 0.9283412098884583, '1': 0.3816556930541992}, '1': {'0': 0.8167738318443298, '1': 0.7321751117706299}}",1.0588300228118896,0.5427855253219604,0.7331323623657227,0.6878796815872192,1.3845276832580566,0.39769139885902405,11.450646903667659
O15524,CER_d18_0_16_0_C16,0.6876750588417053,0.7741196155548096,0.746319591999054,0.746319591999054,0.0,0.6730139255523682,0.528795599937439,1.3006912469863892,4.275945663452148,"{'0': 0.7826997637748718, '1': 0.6790381669998169}","{'0': {'0': 0.7826997637748718, '1': 0.25368767976760864}, '1': {'0': 0.746319591999054, '1': 0.6790381669998169}}",1.1968560218811035,0.4796278476715088,1.0420550107955933,0.6420504450798035,1.3516570329666138,0.3172052204608917,15.734611412093031
O15540,CER_d18_0_16_0_C16,0.890009343624115,0.9477415084838867,0.8646020889282227,0.8646020889282227,0.0,0.8963610529899597,0.7478064298629761,0.5300303101539612,0.9260744452476501,"{'0': 0.9750621914863586, '1': 0.7694380879402161}","{'0': {'0': 0.9750621914863586, '1': 0.5953954458236694}, '1': {'0': 0.8646020889282227, '1': 0.7694380879402161}}",1.2388322353363037,0.3712453842163086,1.295369267463684,0.40216830372810364,1.1822952032089233,0.34032249450683594,17.331343717669082
O43164,CER_d18_0_16_0_C16,0.33749252557754517,0.2289261817932129,0.39503341913223267,0.39503341913223267,0.0,0.3231073021888733,0.25437456369400024,5.460809707641602,11.155442237854004,"{'0': 0.2287175953388214, '1': 0.6834811568260193}","{'0': {'0': 0.2287175953388214, '1': 0.1418667882680893}, '1': {'0': 0.39503341913223267, '1': 0.6834811568260193}}",1.1925833225250244,0.6146884560585022,1.0357666015625,0.6516116261482239,1.3494000434875488,0.5777652859687805,15.5805693060446
O43299,CER_d18_0_16_0_C16,0.737113893032074,0.7960724234580994,0.5678436160087585,0.5678436160087585,0.0,0.7794314622879028,0.5777314305305481,1.2324262857437134,13.185624122619629,"{'0': 0.8072562217712402, '1': 0.7074642181396484}","{'0': {'0': 0.8072562217712402, '1': 0.16831232607364655}, '1': {'0': 0.5678436160087585, '1': 0.7074642181396484}}",1.0778231620788574,0.4210529327392578,0.6443600654602051,0.41399452090263367,1.5112862586975098,0.42811137437820435,11.962533364743917
O43353,CER_d18_0_16_0_C16,0.7236654162406921,0.8262140154838562,0.857542872428894,0.857542872428894,0.0,0.6901960372924805,0.5935638546943665,1.2427881956100464,4.274369716644287,"{'0': 0.8257914781570435, '1': 0.8134017586708069}","{'0': {'0': 0.8257914781570435, '1': 0.38928934931755066}, '1': {'0': 0.857542872428894, '1': 0.8134017586708069}}",1.206047773361206,0.18361686170101166,1.2197209596633911,0.05059468373656273,1.192374587059021,0.3166390359401703,16.071180298558968
O43482,CER_d18_0_16_0_C16,0.6184735298156738,0.7650403380393982,0.6731312870979309,0.6731312870979309,0.0,0.6048091053962708,0.41484108567237854,1.2349265813827515,4.202417373657227,"{'0': 0.7830836772918701, '1': 0.7222065925598145}","{'0': {'0': 0.7830836772918701, '1': 0.31145521998405457}, '1': {'0': 0.6731312870979309, '1': 0.7222065925598145}}",1.3548904657363892,0.4629220962524414,1.2633856534957886,0.45609933137893677,1.4463952779769897,0.46974486112594604,22.640732092296826
O43513,CER_d18_0_16_0_C16,0.6274020671844482,0.5582923889160156,0.7260977625846863,0.7260977625846863,0.0,0.6027281284332275,0.3794999420642853,1.3033570051193237,5.712980270385742,"{'0': 0.5338377356529236, '1': 0.7176423072814941}","{'0': {'0': 0.5338377356529236, '1': 0.19441823661327362}, '1': {'0': 0.7260977625846863, '1': 0.7176423072814941}}",1.5909082889556885,0.5990315675735474,1.4162532091140747,0.6579181551933289,1.7655632495880127,0.5401449203491211,38.985965035268705
O43529,CER_d18_0_16_0_C16,0.7271098494529724,0.742088258266449,0.6688836812973022,0.6688836812973022,0.0,0.7416663765907288,0.406097948551178,1.06260085105896,7.247546672821045,"{'0': 0.8039178848266602, '1': 0.7218809723854065}","{'0': {'0': 0.8039178848266602, '1': 0.10004062950611115}, '1': {'0': 0.6688836812973022, '1': 0.7218809723854065}}",1.2414422035217285,0.298063188791275,1.1783950328826904,0.1009601578116417,1.3044894933700562,0.49516621232032776,17.435813039423955
O43541,CER_d18_0_16_0_C16,0.47333094477653503,0.6197744011878967,0.22233502566814423,0.22233502566814423,0.0,0.5360798835754395,0.2665436267852783,2.9557340145111084,12.021553993225098,"{'0': 0.6531102657318115, '1': 0.658415675163269}","{'0': {'0': 0.6531102657318115, '1': 0.09477859735488892}, '1': {'0': 0.22233502566814423, '1': 0.658415675163269}}",0.8892655372619629,0.4237547516822815,0.8422485589981079,0.4607776403427124,0.9362825155258179,0.3867318630218506,7.749354656838361
O43609,CER_d18_0_16_0_C16,0.4434642493724823,0.39371198415756226,0.5240972638130188,0.5240972638130188,0.0,0.4233059883117676,0.3472450375556946,3.5337514877319336,6.68613338470459,"{'0': 0.37997978925704956, '1': 0.6743091344833374}","{'0': {'0': 0.37997978925704956, '1': 0.1274593472480774}, '1': {'0': 0.5240972638130188, '1': 0.6743091344833374}}",1.0832427740097046,0.5134580731391907,0.8281955718994141,0.429057776927948,1.3382899761199951,0.5978583693504333,12.112750565538208
O43613,CER_d18_0_16_0_C16,0.7457208037376404,0.7962777614593506,0.7292831540107727,0.7292831540107727,0.0,0.7498301863670349,0.6004418134689331,1.1844940185546875,4.1986799240112305,"{'0': 0.8038030862808228, '1': 0.720431387424469}","{'0': {'0': 0.8038030862808228, '1': 0.2499319314956665}, '1': {'0': 0.7292831540107727, '1': 0.720431387424469}}",1.4485130310058594,0.27462053298950195,1.2504769563674927,0.23122704029083252,1.6465492248535156,0.3180140256881714,28.087496480363072
